Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2026-03-26,Send Help,2026,https://boxd.it/dGfWyx,3.5,,2026,2026-03-26
2026-03-29,After Hours,1985,https://boxd.it/dIs371,4.5,,1985,2026-03-28
2026-03-29,Dune: Part Two,2024,https://boxd.it/dIMmNl,5,Yes,"rewatch, 2024",2026-03-29
2026-04-04,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/dOhAO5,4,,2001,2026-04-03
2026-04-06,Malcolm X,1992,https://boxd.it/dQlOLZ,5,,1992,2026-04-05
2026-04-06,Kill Bill: Vol. 2,2004,https://boxd.it/dQHopd,4,,2004,2026-04-05
2026-04-07,Dunkirk,2017,https://boxd.it/dRH4iF,4,,2017,2026-04-06
2026-04-17,What's Eating Gilbert Grape,1993,https://boxd.it/e03yYd,3.5,,1993,2026-04-16
2026-04-27,The Lord of the Rings: The Two Towers,2002,https://boxd.it/e89HKj,4.5,,2002,2026-04-26
2026-04-28,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/e8Z1x7,4,,2023,2026-04-27
2026-05-01,Michael,2026,https://boxd.it/eaSUND,4,,"theatre watch, 2026",2026-04-30
2026-05-02,The Lord of the Rings: The Return of the King,2003,https://boxd.it/ebz4i5,4.5,,2003,2026-05-01
2026-05-02,The Grand Budapest Hotel,2014,https://boxd.it/ebLGxV,5,,"2014, 500th film watch",2026-05-01
2026-05-06,The Drama,2026,https://boxd.it/efWnxb,3,,2026,2026-05-06
2026-05-13,Decision to Leave,2022,https://boxd.it/elrt1n,4.5,,2022,2026-05-13
2026-05-14,Avatar Aang: The Last Airbender,2026,https://boxd.it/elyWhj,4.5,,2026,2026-05-13
2026-05-16,Bottle Rocket,1993,https://boxd.it/enagKj,,,1993,2026-05-15
2026-05-16,Do You Like to Read?,2012,https://boxd.it/enb8FH,,,2012,2026-05-15
2026-05-19,Clue,1985,https://boxd.it/epM8MP,4.5,,1985,2026-05-18
2026-05-20,Pulp Fiction,1994,https://boxd.it/eqxQfp,4.5,Yes,1994,2026-05-19
2026-05-25,Training Day,2001,https://boxd.it/euEV1R,4,,2001,2026-05-24
2026-05-27,The Handmaiden,2016,https://boxd.it/ewwbm7,4,,2016,2026-05-26
2026-05-28,Trainspotting,1996,https://boxd.it/exLrr7,4,,1996,2026-05-28
2026-06-01,Perfect Days,2023,https://boxd.it/eAAOPL,4.5,,2023,2026-05-31
2026-06-06,Is God Is,2026,https://boxd.it/eFcExT,3.5,,2026,2026-06-05
2026-06-09,Ready Player One,2018,https://boxd.it/eHS2wP,4.5,,2018,2026-06-08
2026-06-10,21 Jump Street,2012,https://boxd.it/eINoJv,4,,2012,2026-06-09
2026-06-11,Last Night in Soho,2021,https://boxd.it/eJMB7r,4,,2021,2026-06-10
2026-06-12,22 Jump Street,2014,https://boxd.it/eKovOZ,3.5,,2014,2026-06-11
2026-06-14,Disclosure Day,2026,https://boxd.it/eLZ0vZ,4,,"2026, theatre watch",2026-06-13
2026-06-24,Poison,2023,https://boxd.it/eVmI4Z,3.5,,2023,2026-06-24
2026-06-25,I Love Boosters,2026,https://boxd.it/eVrGHP,4,,2026,2026-06-24
2026-06-26,Batman: Mask of the Phantasm,1993,https://boxd.it/eWBABb,4,,1993,2026-06-25
2026-06-29,Happiness,1998,https://boxd.it/eZdzQX,4,,1998,2026-06-28
